Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
P101999492-1.txt,1,158,93.42,73.66,5.49,99.00,79.00,14.56,37.97,0.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.63,0.00,0.00,0.00,0.00,2.53,5.70,0.00,0.00,46.84,0.63,6.96,6.96,0.00,0.00,0.00,0.00,6.33,3.80,0.00,1.27,1.27,3.80,0.63,0.00,1.27,1.90,1.27,0.00,0.63,0.63,0.00,0.00,1.90,0.00,1.27,0.00,0.00,8.86,3.80,1.27,2.53,1.90,0.63,0.63,3.16,1.27,12.03,1.90,5.06,5.06,3.80,4.43,1.27,1.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.06,0.63,0.63,0.00,0.00,0.00,0.00,1.90,0.00,0.00,0.00,1.90
P102572577-1.txt,1,67,94.18,91.04,39.49,99.00,33.50,22.39,50.75,1.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.49,0.00,0.00,0.00,0.00,10.45,5.97,0.00,0.00,41.79,0.00,14.93,13.43,1.49,0.00,0.00,1.49,13.43,0.00,0.00,0.00,0.00,11.94,5.97,0.00,0.00,2.99,4.48,0.00,2.99,0.00,0.00,1.49,1.49,0.00,0.00,0.00,0.00,14.93,10.45,0.00,1.49,0.00,2.99,1.49,7.46,1.49,13.43,4.48,4.48,4.48,0.00,0.00,0.00,0.00,1.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.46,1.49,1.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.48
P103415801-1.txt,1,125,92.03,59.48,6.70,70.90,62.50,12.80,43.20,2.40,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.00,0.80,0.00,0.00,0.00,0.80,4.00,5.60,0.00,0.00,45.60,0.00,8.80,5.60,3.20,1.60,0.80,0.00,3.20,0.00,0.80,0.00,0.80,4.80,1.60,0.00,0.00,1.60,1.60,0.00,2.40,0.00,0.00,0.80,2.40,0.00,2.40,0.00,0.00,10.40,2.40,4.00,3.20,1.60,0.80,0.80,5.60,0.80,10.40,0.80,0.80,7.20,10.40,3.20,0.00,0.00,0.00,0.00,1.60,0.00,0.80,0.80,0.00,0.00,4.00,0.80,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.40
P103679799-1.txt,1,81,93.97,64.46,10.82,99.00,40.50,19.75,43.21,1.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.23,0.00,0.00,0.00,0.00,4.94,9.88,0.00,0.00,43.21,0.00,11.11,8.64,2.47,0.00,0.00,0.00,3.70,0.00,0.00,0.00,0.00,9.88,3.70,1.23,0.00,0.00,6.17,0.00,4.94,3.70,0.00,1.23,2.47,0.00,2.47,0.00,0.00,13.58,2.47,4.94,7.41,3.70,1.23,1.23,4.94,0.00,9.88,3.70,2.47,3.70,6.17,4.94,0.00,0.00,1.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.17,1.23,1.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70
P104604351-1.txt,1,95,93.80,66.32,2.77,82.36,47.50,12.63,27.37,1.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.05,0.00,0.00,0.00,0.00,3.16,3.16,1.05,1.05,44.21,0.00,3.16,3.16,0.00,0.00,0.00,0.00,4.21,0.00,0.00,0.00,0.00,3.16,1.05,0.00,0.00,0.00,2.11,0.00,0.00,0.00,0.00,0.00,1.05,0.00,1.05,0.00,0.00,7.37,1.05,2.11,3.16,1.05,2.11,2.11,3.16,0.00,8.42,1.05,0.00,7.37,4.21,1.05,1.05,0.00,0.00,0.00,1.05,0.00,1.05,0.00,0.00,0.00,5.26,1.05,1.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.16
P108568567-1.txt,1,135,93.52,74.76,6.38,99.00,67.50,17.78,44.44,0.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.74,0.00,0.00,0.00,0.00,4.44,8.15,1.48,0.00,45.93,0.74,6.67,6.67,0.00,0.00,0.00,0.00,6.67,0.00,0.00,1.48,0.00,8.89,4.44,1.48,0.00,1.48,1.48,0.00,2.22,1.48,0.00,0.74,1.48,0.00,0.74,0.00,0.00,12.59,2.96,5.93,2.22,2.22,0.74,1.48,7.41,2.22,7.41,0.74,1.48,5.19,11.85,0.00,0.00,2.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0.74,0.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.22
P110409324-1.txt,1,67,94.18,67.28,6.57,99.00,33.50,13.43,41.79,1.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.49,0.00,0.00,0.00,0.00,1.49,8.96,0.00,0.00,41.79,0.00,11.94,8.96,2.99,0.00,0.00,1.49,4.48,0.00,0.00,0.00,0.00,4.48,1.49,0.00,0.00,0.00,2.99,0.00,1.49,0.00,0.00,1.49,1.49,0.00,0.00,1.49,0.00,13.43,1.49,1.49,7.46,0.00,2.99,1.49,2.99,0.00,10.45,1.49,2.99,4.48,8.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.46,1.49,1.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.48
P112078626-1.txt,1,131,93.54,83.96,5.59,94.95,65.50,12.98,40.46,2.29,0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.76,0.00,1.53,0.00,0.00,0.00,0.00,2.29,10.69,1.53,0.00,46.56,0.00,10.69,7.63,3.05,1.53,0.76,0.76,9.92,1.53,1.53,0.00,1.53,3.82,0.76,0.00,0.00,0.76,2.29,0.00,0.76,0.00,0.00,0.76,1.53,0.00,0.76,0.00,0.00,14.50,6.11,5.34,3.82,3.05,0.76,1.53,3.05,1.53,10.69,2.29,3.05,5.34,4.58,3.05,0.76,0.00,0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.82,0.76,0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.29
P112771633-1.txt,1,49,94.61,88.95,7.24,99.00,24.50,14.29,46.94,2.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.04,0.00,0.00,0.00,0.00,6.12,10.20,0.00,0.00,38.78,0.00,12.24,10.20,2.04,0.00,0.00,0.00,12.24,0.00,2.04,0.00,0.00,8.16,4.08,2.04,0.00,0.00,4.08,0.00,6.12,2.04,0.00,4.08,4.08,0.00,2.04,0.00,0.00,14.29,6.12,0.00,4.08,0.00,4.08,4.08,4.08,0.00,8.16,4.08,0.00,4.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,2.04,2.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.12
P113462016-1.txt,1,73,94.08,79.44,4.73,98.13,36.50,12.33,46.58,1.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.37,0.00,0.00,0.00,0.00,8.22,10.96,0.00,0.00,42.47,0.00,16.44,10.96,5.48,1.37,2.74,0.00,8.22,0.00,1.37,0.00,0.00,10.96,2.74,1.37,0.00,4.11,4.11,0.00,6.85,2.74,1.37,2.74,0.00,0.00,0.00,0.00,0.00,9.59,2.74,1.37,1.37,1.37,2.74,1.37,10.96,0.00,8.22,2.74,1.37,5.48,4.11,1.37,0.00,0.00,0.00,0.00,1.37,0.00,0.00,1.37,0.00,0.00,6.85,1.37,1.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.11
P113698641-1.txt,1,111,93.67,79.13,3.25,99.00,55.50,17.12,40.54,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.90,0.00,0.00,0.00,0.00,2.70,5.41,0.90,0.00,45.05,0.00,9.91,9.91,0.00,0.00,0.00,0.00,8.11,0.90,0.00,0.90,0.00,3.60,0.00,1.80,0.00,0.00,1.80,0.00,0.90,0.00,0.00,0.90,0.90,0.00,0.90,0.00,0.00,18.02,4.50,9.91,9.01,4.50,0.90,0.90,4.50,0.00,9.91,2.70,1.80,6.31,10.81,4.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.50,0.90,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.70
P114506528-1.txt,1,113,93.65,76.06,4.20,94.08,56.50,16.81,41.59,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.88,0.00,0.00,0.00,0.00,2.65,7.08,0.00,0.00,45.13,0.88,12.39,7.96,3.54,2.65,0.00,0.88,7.08,2.65,1.77,0.00,1.77,7.96,2.65,0.00,0.88,2.65,1.77,0.00,0.88,0.88,0.00,0.00,2.65,0.00,1.77,0.00,0.00,8.85,4.42,0.88,1.77,0.88,1.77,0.88,2.65,0.88,8.85,1.77,1.77,5.31,3.54,4.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.42,0.88,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.65
P114901657-1.txt,1,73,94.08,70.83,7.43,51.40,36.50,19.18,47.95,1.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.37,0.00,0.00,0.00,0.00,4.11,6.85,1.37,0.00,42.47,2.74,9.59,4.11,2.74,2.74,0.00,0.00,5.48,0.00,0.00,0.00,0.00,9.59,2.74,0.00,0.00,2.74,4.11,0.00,1.37,0.00,0.00,1.37,0.00,0.00,0.00,0.00,0.00,6.85,1.37,1.37,1.37,2.74,1.37,2.74,2.74,0.00,9.59,1.37,1.37,6.85,10.96,0.00,0.00,1.37,1.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.85,1.37,1.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.11
P120136564-1.txt,1,125,93.58,73.90,6.70,98.35,62.50,21.60,43.20,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.00,0.00,0.00,0.00,4.00,5.60,0.00,0.00,45.60,0.80,8.80,7.20,1.60,0.80,0.80,0.00,7.20,0.00,1.60,0.00,0.80,4.00,0.00,0.00,0.80,0.00,3.20,0.00,4.00,3.20,0.00,0.00,3.20,1.60,0.00,0.00,0.80,8.00,3.20,3.20,0.80,1.60,0.80,2.40,4.80,0.80,12.80,0.80,1.60,10.40,8.00,0.80,0.80,0.80,0.00,0.80,1.60,0.80,0.00,0.80,0.00,0.00,4.00,0.80,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.40
P124173094-1.txt,1,212,91.87,69.82,20.42,61.55,106.00,16.51,41.51,1.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.00,1.42,0.00,0.00,5.66,5.19,0.47,0.00,47.17,0.47,5.19,3.30,1.42,0.47,0.47,0.00,5.66,0.94,0.94,1.42,0.47,4.25,2.83,0.47,0.00,0.00,1.42,0.00,1.89,0.47,0.00,0.94,2.36,0.47,1.89,0.00,0.00,7.55,3.30,2.36,1.89,0.47,0.47,1.42,5.66,0.47,13.21,2.36,2.36,8.49,7.08,1.42,0.00,0.47,0.00,0.00,0.47,0.47,0.00,0.00,0.00,0.00,2.83,0.47,0.47,0.00,0.00,0.00,0.00,0.47,0.00,0.00,0.00,1.42
P124538794-1.txt,1,119,93.61,84.34,3.47,99.00,59.50,14.29,41.18,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.84,0.00,0.00,0.00,0.00,5.88,10.92,2.52,0.00,45.38,0.00,14.29,11.76,1.68,0.84,0.84,0.00,10.92,3.36,1.68,2.52,0.84,5.88,1.68,0.84,0.00,0.84,2.52,0.84,1.68,0.00,0.84,0.84,3.36,0.84,1.68,0.00,0.00,11.76,5.04,1.68,4.20,1.68,0.84,0.84,6.72,0.00,7.56,2.52,1.68,3.36,3.36,1.68,0.00,0.00,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.20,0.84,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.52
P125228585-1.txt,1,129,92.06,75.74,9.63,90.10,64.50,17.05,39.53,2.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,0.00,1.55,0.00,0.00,5.43,3.10,0.00,0.00,45.74,0.00,5.43,4.65,0.78,0.00,0.00,0.78,6.98,0.00,0.78,0.00,0.00,6.98,3.10,1.55,0.00,0.78,1.55,0.00,4.65,0.00,3.10,0.00,0.00,0.00,0.00,0.00,0.00,6.20,3.10,0.78,2.33,0.00,1.55,1.55,3.88,0.78,10.08,3.10,2.33,4.65,6.98,6.98,1.55,2.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.88,0.78,0.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.33
P125804294-1.txt,1,99,93.77,72.77,16.48,96.96,49.50,19.19,41.41,1.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.01,0.00,0.00,0.00,0.00,4.04,8.08,0.00,0.00,44.44,0.00,6.06,5.05,0.00,0.00,0.00,0.00,6.06,0.00,0.00,0.00,0.00,6.06,2.02,0.00,1.01,1.01,2.02,0.00,3.03,1.01,0.00,2.02,5.05,1.01,3.03,0.00,1.01,9.09,1.01,3.03,5.05,2.02,1.01,2.02,4.04,1.01,14.14,3.03,5.05,6.06,3.03,1.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.05,1.01,1.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.03
P127287542-1.txt,1,139,93.50,71.75,11.10,99.00,69.50,18.71,38.85,0.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.72,0.00,0.00,0.00,0.00,5.04,4.32,0.00,0.00,46.76,0.00,6.47,6.47,0.00,0.00,0.00,0.00,5.76,2.16,1.44,0.72,1.44,4.32,0.72,0.72,0.72,1.44,1.44,0.00,0.00,0.00,0.00,0.00,5.76,1.44,3.60,0.00,0.00,9.35,5.04,0.72,2.88,0.72,0.72,0.72,4.32,0.72,13.67,2.88,2.16,8.63,5.76,2.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.60,0.72,0.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.16
P129386997-1.txt,1,157,94.00,69.48,14.49,99.00,78.50,16.56,45.86,1.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.27,0.00,0.00,0.00,0.00,8.28,7.64,0.00,0.00,47.13,0.64,14.01,12.74,1.27,1.27,0.00,0.00,5.10,1.27,1.27,0.00,0.64,3.18,1.91,0.00,0.00,0.00,1.27,0.00,3.18,3.18,0.00,0.00,1.91,0.00,1.27,0.00,0.00,10.19,4.46,1.91,2.55,1.91,0.64,1.91,8.28,0.64,12.74,3.82,1.91,7.64,5.10,4.46,0.64,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.18,0.64,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.91
P130612854-1.txt,1,97,94.63,69.70,1.11,99.00,48.50,20.62,36.08,2.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.06,0.00,0.00,0.00,0.00,6.19,6.19,1.03,0.00,44.33,0.00,10.31,8.25,2.06,0.00,1.03,0.00,5.15,0.00,0.00,0.00,1.03,2.06,0.00,0.00,0.00,0.00,2.06,0.00,0.00,0.00,0.00,0.00,3.09,0.00,2.06,0.00,0.00,8.25,2.06,1.03,2.06,1.03,2.06,1.03,4.12,0.00,7.22,1.03,2.06,4.12,6.19,3.09,0.00,1.03,0.00,0.00,1.03,0.00,1.03,0.00,0.00,0.00,5.15,1.03,1.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.09
P130730057-1.txt,1,67,94.18,81.47,39.49,99.00,33.50,14.93,49.25,1.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.49,0.00,0.00,0.00,0.00,13.43,13.43,1.49,0.00,41.79,0.00,10.45,8.96,1.49,1.49,0.00,0.00,8.96,0.00,0.00,0.00,0.00,10.45,7.46,1.49,0.00,0.00,2.99,0.00,1.49,1.49,0.00,0.00,2.99,0.00,0.00,0.00,2.99,7.46,2.99,1.49,0.00,2.99,1.49,1.49,13.43,0.00,11.94,2.99,4.48,5.97,2.99,2.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.46,1.49,1.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.48
P130897901-1.txt,1,67,92.84,72.47,3.94,99.00,33.50,13.43,43.28,2.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.49,0.00,0.00,0.00,1.49,2.99,8.96,0.00,0.00,41.79,0.00,8.96,8.96,0.00,0.00,0.00,0.00,7.46,1.49,1.49,0.00,1.49,7.46,1.49,0.00,1.49,1.49,4.48,0.00,1.49,0.00,0.00,1.49,1.49,0.00,1.49,0.00,0.00,8.96,4.48,1.49,1.49,0.00,1.49,1.49,2.99,2.99,10.45,1.49,1.49,7.46,7.46,2.99,2.99,2.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.46,1.49,1.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.48
P136855282-1.txt,1,105,91.86,74.76,5.55,99.00,52.50,14.29,40.95,2.86,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.95,0.00,0.95,0.00,0.00,0.00,0.95,3.81,6.67,0.00,0.00,44.76,0.00,10.48,9.52,0.95,0.00,0.00,0.00,7.62,0.95,0.95,0.00,0.00,6.67,0.95,0.00,0.00,1.90,4.76,0.00,3.81,2.86,0.00,0.00,5.71,0.00,0.95,0.00,3.81,8.57,5.71,0.00,0.95,0.95,0.95,0.95,3.81,0.00,10.48,0.95,2.86,6.67,2.86,4.76,1.90,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.95,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.86
P137097407-1.txt,1,197,93.77,72.87,14.76,87.01,98.50,14.21,39.59,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.02,0.00,0.00,0.00,0.00,5.58,3.55,0.51,0.00,47.21,0.51,5.58,4.57,1.02,0.00,0.51,0.00,6.60,1.52,0.51,0.00,0.51,4.06,1.52,1.52,0.00,0.00,1.52,0.51,2.03,1.02,1.02,0.00,2.03,0.51,1.02,0.00,0.00,9.64,3.55,2.03,3.05,2.03,1.02,2.03,4.57,0.00,12.69,2.54,6.09,4.57,3.55,7.11,0.51,0.00,0.51,0.51,0.00,0.00,0.00,0.00,0.00,0.00,2.54,0.51,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.52
P143052172-1.txt,1,69,95.25,61.42,64.25,93.61,34.50,21.74,47.83,2.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.90,0.00,0.00,0.00,0.00,10.14,7.25,0.00,0.00,42.03,0.00,8.70,5.80,1.45,0.00,1.45,0.00,2.90,0.00,0.00,0.00,0.00,10.14,4.35,1.45,0.00,0.00,5.80,0.00,2.90,1.45,0.00,1.45,0.00,0.00,0.00,0.00,0.00,5.80,1.45,2.90,0.00,0.00,1.45,1.45,10.14,0.00,18.84,5.80,4.35,10.14,8.70,0.00,2.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.25,1.45,1.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35
P144603354-1.txt,1,137,93.51,78.91,2.78,93.81,68.50,18.98,41.61,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,0.00,0.00,0.00,6.57,4.38,0.00,0.00,45.99,1.46,9.49,6.57,2.19,0.00,0.73,0.73,8.03,0.00,2.19,0.00,0.73,8.03,2.92,1.46,0.00,1.46,2.19,0.00,2.19,0.00,0.73,1.46,3.65,1.46,1.46,0.00,0.00,9.49,4.38,3.65,0.00,0.73,1.46,0.73,6.57,0.00,6.57,1.46,0.73,4.38,5.84,0.73,0.00,0.73,0.00,0.00,0.73,0.00,0.00,0.73,0.00,0.00,3.65,0.73,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.19
P147059370-1.txt,1,127,93.56,68.16,4.83,82.25,63.50,13.39,35.43,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,0.00,0.00,0.00,0.00,3.15,2.36,0.00,0.00,46.46,0.79,6.30,4.72,1.57,0.00,0.79,0.79,5.51,0.79,0.79,0.00,0.00,3.15,0.79,0.00,0.00,0.79,1.57,0.00,0.00,0.00,0.00,0.00,0.79,0.79,0.00,0.00,0.00,11.81,3.94,1.57,5.51,0.79,0.79,1.57,2.36,0.79,10.24,1.57,4.72,3.94,7.09,3.15,0.00,0.00,0.00,0.00,0.79,0.79,0.00,0.00,0.00,0.00,3.94,0.79,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.36
P150526491-1.txt,1,159,93.42,71.43,6.59,99.00,79.50,24.53,37.74,0.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.63,0.00,0.00,0.00,0.00,2.52,5.66,0.00,0.00,46.54,0.63,11.32,11.32,0.00,0.00,0.00,0.00,5.66,1.89,0.00,0.00,0.00,5.03,2.52,1.26,0.00,0.00,2.52,0.00,0.63,0.63,0.00,0.00,1.89,0.00,0.63,0.63,0.00,11.95,3.14,3.14,3.77,3.14,0.63,1.26,3.14,0.63,9.43,1.26,3.77,4.40,8.18,1.26,0.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.14,0.63,0.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.89
P152195929-1.txt,1,81,92.84,77.05,1.98,99.00,40.50,17.28,43.21,2.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.23,0.00,0.00,0.00,1.23,7.41,4.94,1.23,0.00,43.21,0.00,12.35,8.64,2.47,0.00,1.23,0.00,8.64,0.00,0.00,0.00,0.00,6.17,0.00,2.47,0.00,0.00,3.70,0.00,1.23,1.23,0.00,0.00,6.17,0.00,3.70,1.23,0.00,13.58,4.94,2.47,4.94,1.23,2.47,1.23,7.41,0.00,8.64,3.70,1.23,3.70,3.70,3.70,0.00,0.00,1.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.17,1.23,1.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70
P152745037-1.txt,1,92,94.72,77.66,21.69,99.00,46.00,16.30,42.39,2.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.17,0.00,0.00,0.00,0.00,6.52,5.43,1.09,0.00,43.48,0.00,6.52,6.52,0.00,0.00,0.00,0.00,7.61,1.09,0.00,0.00,0.00,10.87,4.35,4.35,0.00,0.00,2.17,0.00,2.17,1.09,0.00,0.00,2.17,0.00,1.09,0.00,0.00,14.13,3.26,6.52,5.43,2.17,1.09,1.09,6.52,0.00,11.96,3.26,5.43,3.26,6.52,1.09,1.09,1.09,1.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.52,1.09,1.09,0.00,0.00,0.00,0.00,1.09,0.00,0.00,0.00,3.26
P156517006-1.txt,1,76,92.84,88.18,9.58,99.00,38.00,17.11,43.42,2.63,1.32,0.00,0.00,0.00,0.00,0.00,0.00,1.32,0.00,1.32,0.00,0.00,0.00,0.00,5.26,10.53,0.00,0.00,42.11,0.00,13.16,10.53,2.63,0.00,1.32,1.32,11.84,1.32,2.63,0.00,2.63,5.26,1.32,0.00,0.00,0.00,3.95,0.00,1.32,0.00,0.00,1.32,0.00,0.00,0.00,0.00,0.00,11.84,5.26,3.95,1.32,1.32,1.32,1.32,3.95,0.00,11.84,1.32,1.32,9.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.89,1.32,1.32,0.00,0.00,0.00,0.00,1.32,0.00,0.00,0.00,3.95
P159893790-1.txt,1,111,93.67,76.45,6.09,42.09,55.50,17.12,38.74,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.90,0.00,0.00,0.00,0.00,7.21,5.41,0.90,0.00,45.05,0.00,15.32,8.11,7.21,1.80,0.90,1.80,7.21,1.80,0.90,0.90,0.00,11.71,7.21,2.70,0.90,0.00,2.70,0.00,1.80,0.00,1.80,0.00,0.90,0.00,0.90,0.00,0.00,11.71,3.60,6.31,3.60,1.80,3.60,1.80,6.31,0.00,5.41,2.70,0.00,2.70,5.41,3.60,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.50,0.90,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.70
P163678003-1.txt,1,165,93.95,81.84,10.08,71.30,82.50,17.58,40.61,1.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.21,0.00,0.00,0.00,0.00,6.06,4.85,0.00,0.00,46.67,0.00,4.85,3.64,1.21,0.61,0.61,0.00,9.09,3.03,1.21,1.21,1.82,4.85,0.61,2.42,0.61,0.00,1.21,0.00,2.42,0.61,0.00,1.82,2.42,0.61,1.21,0.00,0.00,12.12,3.64,1.21,6.67,0.00,0.61,1.82,6.67,0.61,13.33,3.03,3.03,7.27,4.85,0.00,0.61,0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.03,0.61,0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.82
P165947203-1.txt,1,206,93.29,90.49,4.29,99.00,103.00,18.45,40.29,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.00,0.00,0.00,0.00,4.85,6.31,0.49,0.00,46.60,0.00,8.74,8.74,0.00,0.00,0.00,0.00,13.11,7.77,0.49,2.91,3.40,4.85,1.94,0.49,0.49,0.97,1.46,0.00,0.49,0.49,0.00,0.00,2.43,0.00,1.94,0.00,0.00,13.11,7.77,2.43,3.40,0.97,0.49,0.97,4.85,0.97,9.22,2.91,2.91,3.40,4.37,4.37,0.49,0.00,0.00,0.00,0.49,0.00,0.00,0.49,0.00,0.00,4.85,0.49,0.49,0.00,0.00,0.00,0.00,2.43,0.00,0.00,0.00,1.46
